;"Globalne trendy technologiczne i społeczne oraz bariery rozwojowe, potencjalne problemy i wyzwania mające wpływ na rozwój SWD i systemów eksperckich";;;;;;;;;
1;347;0,5;0,2;100;105;115;132;138;"Wartości podane w procentach. Stopień pewności=3.";"wyrażam tylko swój subiektywny pogląd"
1;353;0,5;0,2;160;170;180;190;200;"W ostatnich latach PNB rośnie liniowo.";"wyrażam tylko swój subiektywny pogląd"
1;354;0,5;0,2;110;115;120;124;130;"w związku z zatrzymaniem wzrostu gospodarek wielu światowych mocarstw globalne PNB będzie rosło bardzo wolno.";"wyrażam tylko swój subiektywny pogląd"
1;356;0,5;0,2;100;100;100;100;100;;"wyrażam tylko swój subiektywny pogląd"
1;361;0,6;0,2;140;145;140;135;130;;"wyrażam tylko swój subiektywny pogląd"
1;364;0,6;0,2;103;104;103;104;104;"Według prognoz banku światowego.";"wyrażam tylko swój subiektywny pogląd"
1;366;0,3;0,2;98;103;110;110;120;;"wyrażam tylko swój subiektywny pogląd"
1;367;0,7;0,2;101;103;104;105;105;"Kryzys spowolnił światową gospodarkę, jednakowoż świat szybko powróci do ekonomii ciągłego wzrostu";"wyrażam tylko swój subiektywny pogląd"
1;381;0,5;0,2;100;100;100;100;100;;"wyrażam tylko swój subiektywny pogląd"
1;383;0,5;0,75;102;105;110;115;120;;"wyrażam tylko swój subiektywny pogląd"
1;386;0,5;0,75;98;100;98;99;100;;"wyrażam tylko swój subiektywny pogląd"
1;388;0,5;0,75;103;102;102;104;105;;"wyrażam tylko swój subiektywny pogląd"
1;389;0,3;1;103;104;105;105;105;;"wyrażam tylko swój subiektywny pogląd"
1;398;0,1;0,2;120;125;140;140;145;;"wyrażam tylko swój subiektywny pogląd"
1;400;0,6;0,5;"103.5";108;120;135;143;;"wyrażam tylko swój subiektywny pogląd"
1;401;1;1;100;;;;;;"wyrażam tylko swój subiektywny pogląd"
1;405;0,4;0,2;103;104;104;110;110;;"wyrażam tylko swój subiektywny pogląd"
1;413;0,5;0,2;103;105;110;125;150;"Według danych statystyczny w latach 2008/2010 PNB miało zastój, jednak w roku 2011 zaliczyło już wzrost i patrzą na to że kryzys się kończy nie powinno to się zmienić.";"wyrażam tylko swój subiektywny pogląd"
1;415;0,5;0,2;99;97;96;98;102;"Światowy kryzys będzie się pogłębiał do 2015 roku, potem nastąpi poprawa i rozwiązanie wielu naglących kwestii, a tym samym wzrost światowego PNB";"wyrażam tylko swój subiektywny pogląd"
1;416;0,9;0,2;110;121;155;198;252;"Trudno mi wypowiadać się o sytuacji na całym świecie. Spojrzałem na statystyki. Przez ostatnie kilka lat PNB rosło rocznie o około 6-8% (poza rokiem 2009 kiedy pozostało na tym samym poziomie). Ostatnio wolniej. To zależy od wielu czynników i w różnych krajach różnie to wygląda. Pozostaje mi założyć, że świat będzie się rozwijał na tym samym poziomie i nie będzie wielkich kryzysów. Z racji tego, że PNB ostatnio zwalniało można założyć, że będzie rosło o około 5% w ciągu każdego kolejnego roku.";"wyrażam tylko swój subiektywny pogląd"
1;417;0,01;0,2;102;105;107;108;108;;"wyrażam tylko swój subiektywny pogląd"
1;418;0,5;0,2;102;104;108;112;115;;"wyrażam tylko swój subiektywny pogląd"
1;419;0,6;0,2;"101.11";"101.25";"101.6";"102.0";"102.5";;"wyrażam tylko swój subiektywny pogląd"
1;421;0,5;0,2;109;120;146;174;212;"Patrząc na historyczny wzrost globalnego wskaźnika PNB wynosi on okolo 6% w skali roku, z wyłączeniem lat kryzysu. Zakładam więc, że podobny wskaźnik utrzyma się w latach nadchodzących. Powstrzymuje się jednak od skrajnego optymizmu i sądzę, że kolejne kryzysy nas czekają. Jednak jeżeli miałyby one wpływ na wartość wskaźnika PNB tylko w ciągu jednego roku, to sądzę, że w perspektywie prawie 20 lat, wpływ tych kryzysów zostanie zamortyzowany przez pozostałe lata.";"wyrażam tylko swój subiektywny pogląd"
1;422;0,5;0,2;120;135;160;185;210;"globalny PNB wzrasta bardzo szybko, w ciągu ostatnich kilkunastu lat 40 bln $ -> 80 bln $";"wyrażam tylko swój subiektywny pogląd"
1;423;0,6;0,2;113;126;132;137;142;"Uważam, że powinniśmy założyć wzrost minimum 5 bln $ rocznie opierając się na danych historycznych https://www.google.pl/publicdata";"wyrażam tylko swój subiektywny pogląd"
1;427;0,5;0,2;100;;;;;;"wyrażam tylko swój subiektywny pogląd"
1;442;0,6;0,25;110;120;200;250;300;"globalny PNB bedzie rosl liniowo";"wyrażam tylko swój subiektywny pogląd"
1;451;0,4;0,2;80;90;100;110;120;"Zachowa obecne tendencje rosnące. [tryliony]";"wyrażam tylko swój subiektywny pogląd"
1;452;0,5;0,2;101;103;107;110;113;"Główne światowe gospodarki (takie jak USA, Chiny, Japonia) coraz szybciej się rozwijają co przekłada się na wzrost PNB. Wartość podana w % w stosunku do 2011";"wyrażam tylko swój subiektywny pogląd"
1;462;0,5;0,6;106;114;132;150;175;"Źródło: http://www.imf.org/external/pubs/ft/weo/2013/01/pdf/text.pdf Aktualnie w czasach kryzysu globalny wzrost wynosi ok. 2%. Specjaliści uważają, że okres dekoniunktury powoli mija i następuje powolny wzrost. W ciągu następnych kilku lat może on osiągnąć 3-4% rocznie i w przyszłych latach rosnąć, gdyż występuje trend rosnący.";"wyrażam tylko swój subiektywny pogląd"
1;465;0,5;0,2;107;115;135;160;190;"Prognozy trendu globalnego PNB wskazują na jednostajny wzrost o około 3,5% rocznie. Oczywiście wpływ na PNB mogą mieć czynniki losowe takie jak wojny, epidemie kataklizmy. Jednak nie jesteśmy w stanie przewidzieć takich sytuacji, musimy więc wykluczyć takie czynniki z rozważań. źródło: http://bc.fdo.msu.ru/Nik_s/WorkFiles/DOC_files/World_shares_foresight_2020.pdf";"wyrażam tylko swój subiektywny pogląd"
1;494;0,8;0,5;105;108;111;113;115;"Produkt krajowy brutto najczęściej rozumiemy jako miarę przepływu produkcji w zadanym okresie czasu, zwykle rok do roku. Ponieważ szacujemy produkt krajowy brutto na poziomie światowym uważam, że należy przeanalizować go jako wartość rozumianą jako wypadkową kilku czynników stanowiących najważniejsze segmenty gospodarki światowej. Po pierwsze mamy na Ziemi kilka regionów, które obecnie tworzą zaplecze gospodarcze, kilka regionów tworzących zaplecze finansowe oraz zaplecze surowcowe. Regionem związanym z segmentem gospodarczym są niewątpliwie Chiny, Indie i Brazylia, które stworzyły siebie gospodarki będące w stanie wyprodukować większość dóbr używanych przez współczesnego człowieka. Choć uważamy, że towary pochodzące z Niemiec, Francji, Japonii czy USA są lepszej jakości, to jednak ze względu na konkurencyjną cenę najczęściej wybieramy te pierwsze. W związku z tym największy pływ na rozwój gospodarczy świata w analizowanym okresie będą mieć te trzy państwa. Jest to tym bardziej prawdopodobne, ponieważ wymienione gospodarki ciągle uważane są za rozwijające się ze względu na możliwości wytwórcze i nowe technologie. Natomiast kraje wysoko rozwinięte gospodarczo jak USA, Niemcy, Francja czy Japonia przejmą rolę symulowania procesów gospodarczych zwłaszcza rozwoju nowych technologii i tzw. high-tech lub high-end w poszczególnych regionach świata. Symulacja procesów gospodarczych będzie polegać na rozwoju i wdrażaniu nowych technologii oraz zapewnieniu odpowiedniego zaplecza finansowego dla tworzenia oraz rozwijania działań gospodarczych w poszczególnych sektorach w zależności od wiedzy i zaangażowania w poszczególne technologie fundatorów. Jednakże w wielu przypadkach kluczowym będzie również dostarczenie surowców wtórnych jak ropa czy gaz. Surowce te są niezbędne do wytworzenia energii używanej w procesie produkcyjnym lub stanowią surowiec tych procesów przykładowo w przemyśle chemicznym, paliwowym czy farmaceutycznym. Zatem trzecim filarem rozwoju gospodarczego będą państwa posiadające największe zasoby tych surowców jak Rosja, Norwegia czy kraje arabskie. Jednakże w tym segmencie duże znaczenie będzie mieć również rozwój technologiczny, który daje możliwość wykorzystania nowych technologii pozyskiwania i wytwarzania energii. Należy stąd wnioskować, że choć wartość uśredniona ogólnego PNB, którą również rozważamy w tej ankiecie jest niższa, to jednak PNB w wymienionych krajach ze względu na ich zaangażowanie w jeden z wymienionych segmentów może znacznie przekraczać oszacowanie uśrednione.";"wyrażam tylko swój subiektywny pogląd"
1;506;0,7;0,2;103;106;109;111;114;"stat.gov.pl, data.worldbank.org";"wyrażam tylko swój subiektywny pogląd"
1;512;0,5;0,2;105;110;117;120;125;"Wzrost ten będzie równomierny. Kraje rozwijające się będą zwiększać swój PNB, natomiast w krajach rozwiniętych ten przyrost nie będzie już tak szybki.";"wyrażam tylko swój subiektywny pogląd"
1;513;0,5;0,2;105;110;120;140;180;;"wyrażam tylko swój subiektywny pogląd"
1;514;0,5;0,2;110;120;140;150;170;"Gospodarki światowe doświadczają aktualnie bardzo szybkiego rozwoju, a w późniejszych latach będzie on jeszcze szybszy co przełoży się na wyższe wyniki";"wyrażam tylko swój subiektywny pogląd"
1;516;0,5;0,2;103;105;104;108;111;"Kryzys światowy, konflikty zbrojne";"wyrażam tylko swój subiektywny pogląd"
1;517;0,5;0,2;107;125;145;160;180;;"wyrażam tylko swój subiektywny pogląd"
1;523;0,4;0,8;102;105;108;110;112;"eurostat";"wyrażam tylko swój subiektywny pogląd"
1;524;0,2;0,2;90;80;80;90;110;"Opinia własna";"wyrażam tylko swój subiektywny pogląd"
1;533;0,2;0,2;100;;;;;;"wyrażam tylko swój subiektywny pogląd"
1;547;0,1;0,2;100;107;120;135;152;"Prognoza na podstawie danych World Bank Group";"wyrażam tylko swój subiektywny pogląd"
1;549;0,1;0,2;110;115;140;175;210;"Średni roczny wzrost o 4%.";"wyrażam tylko swój subiektywny pogląd"
1;550;0,1;0,2;102;100;102;104;105;"Skutki kryzysu";"wyrażam tylko swój subiektywny pogląd"
1;551;0,1;0,2;120;125;140;160;175;"-";"wyrażam tylko swój subiektywny pogląd"
1;556;0,05;0,2;100;105;110;120;140;"Ogólny rozwój gospodarki, chociaż ostatnio spowolniony.";"wyrażam tylko swój subiektywny pogląd"
1;558;0,1;0,2;102;100;102;104;105;"Skutki kryzysu";"wyrażam tylko swój subiektywny pogląd"
1;565;0,05;0,2;100;120;140;160;180;"Analiza rynku";"wyrażam tylko swój subiektywny pogląd"
1;566;0,2;0,2;120;140;200;400;600;"Nastąpi jeszcze bardziej gwałtowny wzrost niż miało to miejsce w XX wieku";"wyrażam tylko swój subiektywny pogląd"
1;567;0,2;0,2;100;120;140;160;180;"Kluczowe technologie i tak będą rozwijane.";"wyrażam tylko swój subiektywny pogląd"
1;579;0,7;0,2;115;120;142;163;184;"Analiza http://en.wikipedia.org/wiki/Gross_world_product Tempo wzrostu maleje, założyłem w przybliżeniu liniowy spadek wzrostu. Dodatkowo prognoza zakłada utrzymanie czasu pokoju do 2030 (czas ogólnoświatowych konfliktów zbrojnych może znacząco wpłynąć na zmianę PNB)";"wyrażam tylko swój subiektywny pogląd"
2;"PNB w Polsce (2011=100%)";;;;;;;;;
;"kod pytania:";"P1";;;;;;;;
;"jednostka:";"procent";;;;;;;;
;"sposób analizy:";;;;;;;;;
;"id użytkownika";"Współczynnik kompetencji";"Współczynnik samooceny";"Stan obecny";"Stan w roku 2015";"Stan w roku 2020";"Stan w roku 2025";"Stan w roku 2030";"Uwagi";"Stopień pewności"
2;7;0,7;0,25;110;115;120;125;135;"uzasadnienie";"wyrażam tylko swój subiektywny pogląd"
2;11;1;0,25;103;105;120;135;150;;"wyrażam tylko swój subiektywny pogląd"
2;68;0,5;0,2;104;107;115;120;150;;"wyrażam tylko swój subiektywny pogląd"
2;104;0,3;0,4;102;;;;;;"wyrażam tylko swój subiektywny pogląd"
2;134;0,4;0,5;106;109;118;127;135;"zob.: http://www.stat.gov.pl/gus/wskazniki_makroekon_PLK_HTML.htm";"wyrażam tylko swój subiektywny pogląd"
2;140;0,8;0,2;150;155;160;160;180;;"wyrażam tylko swój subiektywny pogląd"
2;146;0,5;0,2;115;120;120;120;120;"brak";"wyrażam tylko swój subiektywny pogląd"
2;150;0,5;0,2;102;102;104;105;105;;"wyrażam tylko swój subiektywny pogląd"
2;251;0,5;0,2;55;;;;;;"wyrażam tylko swój subiektywny pogląd"
2;258;0,5;0,6;104;110;125;140;155;;"wyrażam tylko swój subiektywny pogląd"
2;264;0,3;0,25;100;98;99;98;100;;"wyrażam tylko swój subiektywny pogląd"
2;284;0,8;0,2;102;105;110;120;150;"Rozwój sektora przedsiębiorstw";"wyrażam tylko swój subiektywny pogląd"
2;312;0,7;0,75;102;104;105;110;120;"szacunki własne z uwzględnieniem oficjalnych prognoz";"wyrażam tylko swój subiektywny pogląd"
2;315;0,6;0,75;80;90;130;200;350;"Ze wzgledu na ogolna slabosc naszej gospodarki - bardzo zalezy od sytuacji gospodarczej liderow gospodarki europejskiej.";"wyrażam tylko swój subiektywny pogląd"
2;331;0,5;0,2;150;;;;;;"wyrażam tylko swój subiektywny pogląd"
2;335;0,6;0,2;105;115;125;130;145;;"wyrażam tylko swój subiektywny pogląd"
2;336;0,8;0,8;101;101;102;102;103;;"wyrażam tylko swój subiektywny pogląd"
2;338;0,5;1;75;70;75;75;75;;"wyrażam tylko swój subiektywny pogląd"
2;341;0,3;0,25;102;104;110;115;130;;"wyrażam tylko swój subiektywny pogląd"
2;345;0,6;0,2;105;110;116;123;134;;"wyrażam tylko swój subiektywny pogląd"
2;347;0,5;0,2;100;102;107;113;123;"Wartości podane w procentach. Stopień pewności=3.";"wyrażam tylko swój subiektywny pogląd"
2;353;0,5;0,2;160;170;180;190;200;"W ostatnich latach PNB rośnie liniowo.";"wyrażam tylko swój subiektywny pogląd"
2;354;0,5;0,2;103;108;112;119;125;"na tempo wzrostu polskiego PNB ma wzrost gospodarek krajów sąsiednich, i skoro światowa PNB rośnie słabo i gospodarki są w zastoju to polskie PNB nie będzie rosło szybko";"wyrażam tylko swój subiektywny pogląd"
2;356;0,5;0,2;100;100;98;100;100;;"wyrażam tylko swój subiektywny pogląd"
2;361;0,6;0,2;150;160;165;160;165;;"wyrażam tylko swój subiektywny pogląd"
2;364;0,6;0,2;104;103;103;102;102;"Przy braku radykalnych reform państwa i konieczności ciągłego dostosowywania prawa do prawa UE, wzrost będzie stopniowo spadał. Gospodarka jest ""duszona"" przez biurokrację i wysokie podatki.";"wyrażam tylko swój subiektywny pogląd"
2;366;0,3;0,2;101;103;104;105;110;;"wyrażam tylko swój subiektywny pogląd"
2;367;0,7;0,2;103;102;103;103;104;"Brak gruntownych remont, brak rozliczenia poprzedniego ustroju wzmacniające złe nastroję w państwie, nadrzędność prawa UE w stosunku do prawa państwowego - niedostosowanego do interesów Polski spowoduje praktyczny brak rozwoju Polski";"wyrażam tylko swój subiektywny pogląd"
2;381;0,5;0,2;100;100;100;100;100;;"wyrażam tylko swój subiektywny pogląd"
2;383;0,5;0,75;102;105;110;115;120;;"wyrażam tylko swój subiektywny pogląd"
2;386;0,5;0,75;95;100;100;100;100;;"wyrażam tylko swój subiektywny pogląd"
2;388;0,5;0,75;102;102;103;103;105;;"wyrażam tylko swój subiektywny pogląd"
2;389;0,3;1;105;105;105;105;105;;"wyrażam tylko swój subiektywny pogląd"
2;398;0,1;0,2;104;105;110;115;120;;"wyrażam tylko swój subiektywny pogląd"
2;400;0,6;0,5;102;105;112;120;130;;"wyrażam tylko swój subiektywny pogląd"
2;405;0,4;0,2;101;102;102;105;104;;"wyrażam tylko swój subiektywny pogląd"
2;413;0,5;0,2;110;115;120;125;135;"Polska odczuła tak zwany kryzys łagodniej niż świat, PNB do roku 2011 cały czas wzrastało i myślę, że to się nie zmieni.";"wyrażam tylko swój subiektywny pogląd"
2;415;0,5;0,2;103;101;97;99;103;"Ze względu na starzejące się społeczeństwo PNB odnotuje spadek na przestrzeni kilku lat, później decyzje podjęte w sprawie polityki prorodzinnej dadzą efekty, i PNB ponownie zacznie rosnąć";"wyrażam tylko swój subiektywny pogląd"
2;416;0,9;0,2;110;121;155;198;252;"Przeglądając archiwalne dane, zauważyłem, że PNB w Polsce rósł w ostatnich latach o około 5% w ciągu roku. Uważam, że się to utrzyma: - z jednej strony liczba pracujących Polaków będzie się zmniejszać, bo mamy niż demograficzny (mniej osób pracuje, więc mniej osób wytwarza wyroby, ale też mniej osób kupuje te wyroby, co sprawia, że PNB maleje) - ale z drugiej strony cały czas rozwija się rynek nowoczesnych technologii, w których Polacy biorą aktywny udział (a które mają dużą wartość i przyczyniają się do wzrostu PNB), czy to w Polsce, czy za granicą (wg informacji z prasy, rynek IT w samym Krakowie przez najbliższe kilka lat ciągle będzie tworzył nowe miejsca pracy - wydaje mi się, że podobnie jest w innych dużych miastach w kraju i za granicą) (a to sprawia, że PNB rośnie) Wg mnie czynniki wzrostu PNB cały czas będą przekraczać czynniki spowalniające wzrost. Nie widzę przeciwwskazań do tego, żeby PNB nie mogło się utrzymać na dotychczasowym poziomie (oczywiście zawsze jest ryzyko kryzysu, ale tego nie jestem w stanie przewidzieć).";"wyrażam tylko swój subiektywny pogląd"
2;417;0,01;0,2;103;107;110;112;115;;"wyrażam tylko swój subiektywny pogląd"
2;418;0,5;0,2;98;97;95;93;91;"Coraz więcej zagranicznych firm otwiera swoje fabryki, oddziały w naszym kraju, jednak transferuje zysk z powrotem do macierzystego kraju. Wzrasta też wartość eksportu w stosunku do importu. Oraz rodzime firmy są wykupywane przez zagraniczne koncerny.";"wyrażam tylko swój subiektywny pogląd"
2;419;0,6;0,2;109;119;140;158;184;;"wyrażam tylko swój subiektywny pogląd"
2;421;0,5;0,2;110;121;145;175;210;"Sądzę, że sytuacja w Polsce będzie podobna do globalnej, nasze PNB nie jest jednym z najwyższych w świecie, ani też jednym z najniższych, możemy więc założyć, że wskaźnik PNB dla Polski będzie mniej więcej proporcjonalny do wskaźnika globalnego. Skutki ewentualnych kryzysów globalnych (zakładam, że nie wystąpią kryzysy tylko w skali naszego kraju) mogą być przesunięte w czasie o około rok, ale w perspektywie 17 lat, konkretny rok w którym wystąpi kryzys ma mniejszy wpływ.";"wyrażam tylko swój subiektywny pogląd"
2;422;0,5;0,2;115;125;140;165;190;"PBN Polski nie wzrasta tak szybko jak dla całego świata";"wyrażam tylko swój subiektywny pogląd"
2;423;0,6;0,2;118;122;126;130;134;"Uważam, że powinniśmy przyjąć wzrost ok 35 mld $ rocznie, zrodlo www.google.pl/publicdata/";"wyrażam tylko swój subiektywny pogląd"
2;442;0,6;0,25;110;115;130;150;170;"Polska będzie rozwijać się wolniej niż największe światowe gospodarki";"wyrażam tylko swój subiektywny pogląd"
2;451;0,4;0,2;780;900;950;1000;1100;"Zachowa obecne tendencje rosnące [biliony]";"wyrażam tylko swój subiektywny pogląd"
2;452;0,5;0,2;101;99;102;103;105;"Rząd nie radzi sobie w trudnych dla Polski czasach. W najbliższych latach spodziewane spowolnienie gospodarki a więc spadek PNB. Nie nadążamy za resztą świata. Wartość podana w % w stosunku do 2011";"wyrażam tylko swój subiektywny pogląd"
2;462;0,5;0,6;107;112;132;154;180;"http://www.imf.org/external/pubs/ft/weo/2013/01/pdf/text.pdf W Polsce spowolnienie nadeszło z opóźnieniem, w 2012 i 2013 roku prognozowany jest bardzo niski wzrost PNB, dlatego moim zdaniem w 2015 r. PNB Polski nie wzrośnie na takim poziomie jak ogólnoświatowe PNB. Jednak po tym okresie może nastąpić ożywienie gospodarcze, a w Polsce średni wzrost PNB będzie większy niż w ujęciu światowym.";"wyrażam tylko swój subiektywny pogląd"
2;465;0,5;0,2;103;109;125;148;175;"Statystyki z lat 1990-2011 wskazują na niewielkie wahania wskaźnika wzrostu PNB. Przewidywane przeze mnie wartości uzyskałem przyjmując średnią wartość około 3% rok do roku w latach 2014-2020 i 4% w latach 2020-2030. źródło: statystyki i prognozy dostępne w internecie";"wyrażam tylko swój subiektywny pogląd"
2;494;0,8;0,5;102;"102.5";103;104;104;"W Polsce mamy do czynienie z dużym zróżnicowaniem gospodarczym. Mamy regiony skoncentrowane na rolnictwie czy turystyce, ale również zajmujące się przemysłem. Region GOP, czy trójmiasta oraz metropolie typu Warszawa, Kraków Poznań i Wrocław dają najlepsze warunki do rozwoju różnych gałęzi przemysłu. Jest to jednak zróżnicowane zależnie od charakteru danego regionu. Przykładowo w regionie GOP duże znaczenie odgrywać będzie przemysł węglowy czy maszynowy, choć obecnie ze względu na poczynione inwestycje znaczenia nabiera rozwój nowych technologii w tym z dziedziny It oraz finansowość. W regionie poznańskim będzie to przemysł maszynowy i rolniczy, natomiast na pomorzu duże znaczenie będzie mieć turystyka. W metropoliach warszawskiej, krakowskiej czy wrocławskiej turystyka zawsze będzie mieć duże znaczenie ze względu na liczbę odwiedzających je osób z całego świata. Jednakże w tych regionach mamy do czynienia również z finansami i rozwojem wysokich technologii. Taka struktura sprawia, że choć uśredniona wartość PNB może okazać się niewielka to jednak w wymienionych regionach będzie ona wyższa.";"wyrażam tylko swój subiektywny pogląd"
2;506;0,7;0,2;102;105;107;109;110;"stat.gov.pl, data.worldbank.org";"wyrażam tylko swój subiektywny pogląd"
2;512;0,5;0,2;103;110;114;118;123;"Wzrost będzie równomierny, podobnie jak globalny PNB";"wyrażam tylko swój subiektywny pogląd"
2;513;0,5;0,2;102;108;115;130;150;;"wyrażam tylko swój subiektywny pogląd"
2;514;0,5;0,2;105;110;113;118;125;"j.w. tylko w mniejszym stopniu";"wyrażam tylko swój subiektywny pogląd"
2;516;0,5;0,2;103;102;103;104;105;"http://msp.gov.pl/portal/en/88/2966/Polands_GDP_growth_summary_of_2011_and_forecasts_for_2012.html";"wyrażam tylko swój subiektywny pogląd"
2;517;0,5;0,2;106;120;135;157;180;;"wyrażam tylko swój subiektywny pogląd"
2;522;0,5;0,2;"101.7";"102.5";104;106;107;"Tendencja zwyżkowa. Polska jest jednym z niewielu krajów w UE które oprały się kryzysowi. Więc potencjalnie może to zrobić ponownie. Wzrost raczej równomierny.";"wyrażam tylko swój subiektywny pogląd"
2;523;0,4;0,8;102;104;106;110;106;"eurostat";"wyrażam tylko swój subiektywny pogląd"
2;524;0,2;0,2;90;90;100;100;110;"Opinia własna";"wyrażam tylko swój subiektywny pogląd"
2;533;0,2;0,2;95;;;;;;"wyrażam tylko swój subiektywny pogląd"
2;547;0,1;0,2;100;106;117;129;142;"Prognoza na podstawie danych International Monetary Found";"wyrażam tylko swój subiektywny pogląd"
2;549;0,1;0,2;110;115;150;180;220;"GOspodarki Polski będzie rozwijać się nieco szybciej niż świat. W przypadku odpowiednich reform, możliwy jeszcze szybszy rozwój.";"wyrażam tylko swój subiektywny pogląd"
2;550;0,1;0,2;103;102;103;104;106;"http://www.tradingeconomics.com/pnd/gdp";"wyrażam tylko swój subiektywny pogląd"
2;551;0,1;0,2;120;130;150;160;180;"Dynamiczny rozwój Polski do 2030";"wyrażam tylko swój subiektywny pogląd"
2;556;0,05;0,2;105;107;105;165;320;"Mam nadzieję ze w końcu ruszymy do przodu!";"wyrażam tylko swój subiektywny pogląd"
2;558;0,1;0,2;103;102;103;104;106;"http://www.tradingeconomics.com/poland/gdp";"wyrażam tylko swój subiektywny pogląd"
2;565;0,05;0,2;100;140;160;180;220;"Analiza własna";"wyrażam tylko swój subiektywny pogląd"
2;566;0,2;0,2;120;140;180;300;400;"Podobnie jak w innych krajach średnio rozwiniętych w Europie Środkowo-Wschodniej";"wyrażam tylko swój subiektywny pogląd"
2;567;0,2;0,2;100;140;160;180;220;"Kluczowe technologie i tak będą rozwijane.";"wyrażam tylko swój subiektywny pogląd"
2;579;0,7;0,2;112;117;135;163;187;"https://www.google.pl/publicdata/explore?ds=d5bncppjof8f9_&ctype=l&strail=false&bcs=d&nselm=h&met_y=ny_gnp_mktp_pp_cd&scale_y=log&ind_y=false&rdim=region&idim=country:POL&ifdim=region&tstart=660783600000&tend=1386630000000&hl=pl&dl=pl&ind=false Analiza polskiego PNB jest o wiele trudniejsza, założyłem słabszy spadek wzrostu. Dla ułatwienia obliczeń liniowy. Biorąc pod uwagę wszystkie dane, nie da się łatwo przewidzieć PNB Polski, zbyt dużo elementów skokowych.";"wyrażam tylko swój subiektywny pogląd"
3;"Udział sektora ICT w PNB (w%) - świat";;;;;;;;;
;"kod pytania:";"P";;;;;;;;
;"jednostka:";"procent";;;;;;;;
;"sposób analizy:";;;;;;;;;
