"14.";"Pojawią sie nowe technologie, trendy, zdarzenia i nowe zjawiska społeczne, które będą mieć znaczący wpływ na trendy opisane w pytaniach do poprzednich tez";;;;;;;;;
;"kod tezy:";;;;;;;;;
"14.1";558;0,1;0,2;"Budowa komputera kwantowego.";10;30;80;95;"Postęp w badaniach nad informatyką kwantową. http://nauka.gadzetomania.pl/2012/02/09/komputer-kwantowy-ibm-mamy-przelom.";"nie jestem pewien,ale chciałbym by tak było"
"14.1";558;0,1;0,2;"Zastosowanie zjawiska splatania kwantowego.";10;15;40;80;"Postęp w badaniach prowadzonych przez polskich naukowców.";"nie jestem pewien,ale obawiam się, że może tak być"
"14.1";565;0,05;0,2;"Wybuch wojny pomiędzy NATO a Rosją";4;10;15;35;"Własne obserwacje";"wyrażam tylko swój subiektywny pogląd"
"14.1";566;0,2;0,2;"Powstanie sztucznej inteligencji na poziomie człowieka";0;3;10;30;"Bardzo przyczyni się rozwoju innych dziedzin naukowych";"wyrażam tylko swój subiektywny pogląd"
"14.1";566;0,2;0,2;"Zwiększenie wiedzy na temat ludzkiego zdrowia";100;100;100;100;"Rozwój SWD znajdujących zastosowanie w leczeniu";"wyrażam tylko swój subiektywny pogląd"
"14.1";566;0,2;0,2;"Rozwój języków programowania pozwalających na zarządzanie większymi ilościami dancyh";10;20;40;80;"Wraz ze wzrostem ilości informacji przetwarzanej przez SWD pojawią się nowe narzędzia do obsługi baz oraz hurtowni danych";"wyrażam tylko swój subiektywny pogląd"
"14.1";566;0,2;0,2;"Rozwój interfejsów użytkownika";10;25;40;55;"Wraz z rozwojem SWD pojawią się nowe sposoby łatwej obsługi takich systemów. Od inteligentnego na dzisiejsze czasy systemu zapytań serwisu wolframalpha do botów z którymi będzie można przeprowadzić konsultacje w postaci rozmowy.";"wyrażam tylko swój subiektywny pogląd"
"14.1";567;0,2;0,2;"III wojna światowa";1;5;30;35;"Aktualna sytuacja polityczna, informacje własne";"wyrażam tylko swój subiektywny pogląd"
"14.1";571;0,4;0,25;"Zaistnieją polityczne lub naturalne zjawiska niebezpieczne dla życia na Ziemi (konflikty militarne, katastrofy naturalne i antropogeniczne,...)";1;10;20;50;;"wyrażam tylko swój subiektywny pogląd"
"14.1";571;0,4;0,25;"Pojawią się fenomeny biologiczne, nieprzewidziane mutacje roślin i zwierząt,";1;5;15;35;;"z dużym prawdopodobieństwem"
"14.1";571;0,4;0,25;"nastąpi szybsza ewolucja człowieka - o innych cechach psychicznych";2;10;20;40;;"pewność"
"14.1";579;0,7;0,2;"Światowy konflikt zbrojny";15;25;50;60;"Obecna sytuacja geopolityczna";"wyrażam tylko swój subiektywny pogląd"
